Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
1,15:56:08,0.01,0.01,100,100,293,0,293,0.01,1.0542,1.0542,100.707,100.707,332.6142,299.6782,0.519,97.8916
2,15:56:09,0.01,0.01,100,100,293,0,293,0.01,1.0319,1.0319,102.4165,102.4165,331.1581,299.3713,0.5379,97.9361
3,15:56:09,0.01,0.01,100,100,293,0,293,0.01,1.048,1.048,104.019,104.019,329.8034,299.0788,0.5568,97.904
4,15:56:09,0.01,0.01,100,100,293,0,293,0.01,1.0639,1.0639,105.5576,105.5576,328.5404,298.8,0.5757,97.8723
5,15:56:10,0.01,0.01,100,100,293,0,293,0.01,1.0786,1.0786,107.0374,107.0374,327.3599,298.5342,0.5945,97.8428
6,15:56:11,0.01,0.01,100,100,293,0,293,0.01,1.0923,1.0923,108.462,108.462,326.2542,298.2808,0.6133,97.8154
7,15:56:12,0.01,0.01,100,100,293,0,293,0.01,1.105,1.105,109.8349,109.8349,325.2164,298.0394,0.6321,97.79
8,15:56:13,0.01,0.01,100,100,293,0,293,0.01,1.1168,1.1168,111.1591,111.1591,324.2405,297.8092,0.6508,97.7664
9,15:56:14,0.01,0.01,100,100,293,0,293,0.01,1.1277,1.1277,112.4373,112.4373,323.321,297.5899,0.6695,97.7446
10,15:56:15,0.01,0.01,100,100,293,0,293,0.01,1.1378,1.1378,113.6722,113.6722,322.4533,297.3808,0.6881,97.7244
11,15:56:16,0.01,0.01,100,100,293,0,293,0.01,1.1472,1.1472,114.866,114.866,321.6331,297.1816,0.7067,97.7056
12,15:56:17,0.01,0.01,100,100,293,0,293,0.01,1.1559,1.1559,116.0209,116.0209,320.8565,296.9917,0.7253,97.6883
13,15:56:18,0.01,0.01,100,100,293,0,293,0.01,1.1639,1.1639,117.139,117.139,320.1202,296.8108,0.7438,97.6722
14,15:56:19,0.01,0.01,100,100,293,0,293,0.01,1.1713,1.1713,118.2219,118.2219,319.4213,296.6384,0.7623,97.6574
15,15:56:20,0.01,0.01,100,100,293,0,293,0.01,1.1781,1.1781,119.2714,119.2714,318.7568,296.474,0.7808,97.6437
16,15:56:21,0.01,0.01,100,100,293,0,293,0.01,1.1844,1.1844,120.2892,120.2892,318.1243,296.3174,0.7992,97.6311
17,15:56:22,0.01,0.01,100,100,293,0,293,0.01,1.1903,1.1903,121.2766,121.2766,317.5216,296.1682,0.8176,97.6195
18,15:56:23,0.01,0.01,100,100,293,0,293,0.01,1.1956,1.1956,122.235,122.235,316.9466,296.026,0.8359,97.6088
19,15:56:24,0.01,0.01,100,100,293,0,293,0.01,1.2005,1.2005,123.1657,123.1657,316.3974,295.8905,0.8542,97.599
20,15:56:25,0.01,0.01,100,100,293,0,293,0.01,1.205,1.205,124.0699,124.0699,315.8724,295.7614,0.8725,97.59
21,15:56:26,0.01,0.01,100,100,293,0,293,0.01,1.2091,1.2091,124.9487,124.9487,315.37,295.6383,0.8907,97.5818
22,15:56:27,0.01,0.01,100,100,293,0,293,0.01,1.2129,1.2129,125.8031,125.8031,314.8887,295.521,0.9089,97.5743
23,15:56:28,0.01,0.01,100,100,293,0,293,0.01,1.2163,1.2163,126.6342,126.6342,314.4273,295.4093,0.9271,97.5674
24,15:56:29,0.01,0.01,100,100,293,0,293,0.01,1.2194,1.2194,127.4428,127.4428,313.9845,295.3028,0.9452,97.5612
25,15:56:30,0.01,0.01,100,100,293,0,293,0.01,1.2222,1.2222,128.2299,128.2299,313.5593,295.2012,0.9633,97.5556
26,15:56:31,0.01,0.01,100,100,293,0,293,0.01,1.2247,1.2247,128.9962,128.9962,313.1506,295.1045,0.9814,97.5506
27,15:56:32,0.01,0.01,100,100,293,0,293,0.01,1.227,1.227,129.7425,129.7425,312.7575,295.0123,0.9994,97.546
28,15:56:33,0.01,0.01,100,100,293,0,293,0.01,1.229,1.229,130.4695,130.4695,312.3791,294.9244,1.0174,97.542
29,15:56:34,0.01,0.01,100,100,293,0,293,0.01,1.2308,1.2308,131.178,131.178,312.0145,294.8407,1.0353,97.5384
30,15:56:35,0.01,0.01,100,100,293,0,293,0.01,1.2324,1.2324,131.8685,131.8685,311.6632,294.7608,1.0532,97.5353
31,15:56:36,0.01,0.01,100,100,293,0,293,0.01,1.2337,1.2337,132.5418,132.5418,311.3243,294.6847,1.0711,97.5326
32,15:56:37,0.01,0.01,100,100,293,0,293,0.01,1.2349,1.2349,133.1983,133.1983,310.9972,294.6122,1.089,97.5302
33,15:56:38,0.01,0.01,100,100,293,0,293,0.01,1.2359,1.2359,133.8387,133.8387,310.6812,294.543,1.1068,97.5282
34,15:56:39,0.01,0.01,100,100,293,0,293,0.01,1.2367,1.2367,134.4635,134.4635,310.376,294.4771,1.1245,97.5266
35,15:56:40,0.01,0.01,100,100,293,0,293,0.01,1.2374,1.2374,135.0731,135.0731,310.0808,294.4143,1.1423,97.5253
36,15:56:41,0.01,0.01,100,100,293,0,293,0.01,1.2379,1.2379,135.6682,135.6682,309.7952,294.3544,1.16,97.5242
37,15:56:42,0.01,0.01,100,100,293,0,293,0.01,1.2383,1.2383,136.249,136.249,309.5188,294.2973,1.1776,97.5235
38,15:56:43,0.01,0.01,100,100,293,0,293,0.01,1.2385,1.2385,136.8159,136.8159,309.2513,294.2429,1.1952,97.523
39,15:56:44,0.01,0.01,100,100,293,0,293,0.01,1.2386,1.2386,137.3694,137.3694,308.9921,294.191,1.2128,97.5228
40,15:56:45,0.01,0.01,100,100,293,0,293,0.01,1.2386,1.2386,137.91,137.91,308.7408,294.1415,1.2304,97.5228
41,15:56:46,0.01,0.01,100,100,293,0,293,0.01,1.2385,1.2385,138.4381,138.4381,308.4971,294.0943,1.2479,97.5231
42,15:56:47,0.01,0.01,100,100,293,0,293,0.01,1.2382,1.2382,138.954,138.954,308.2606,294.0494,1.2654,97.5235
43,15:56:48,0.01,0.01,100,100,293,0,293,0.01,1.2379,1.2379,139.458,139.458,308.031,294.0065,1.2829,97.5242
44,15:56:49,0.01,0.01,100,100,293,0,293,0.01,1.2375,1.2375,139.9506,139.9506,307.808,293.9655,1.3003,97.525
45,15:56:50,0.01,0.01,100,100,293,0,293,0.01,1.237,1.237,140.432,140.432,307.5914,293.9265,1.3176,97.526
46,15:56:51,0.01,0.01,100,100,293,0,293,0.01,1.2364,1.2364,140.9025,140.9025,307.3809,293.8893,1.335,97.5272
47,15:56:52,0.01,0.01,100,100,293,0,293,0.01,1.2357,1.2357,141.3625,141.3625,307.1762,293.8538,1.3523,97.5285
48,15:56:53,0.01,0.01,100,100,293,0,293,0.01,1.235,1.235,141.8122,141.8122,306.977,293.8199,1.3696,97.53
49,15:56:54,0.01,0.01,100,100,293,0,293,0.01,1.2342,1.2342,142.2518,142.2518,306.7832,293.7875,1.3868,97.5316
50,15:56:55,0.01,0.01,100,100,293,0,293,0.01,1.2333,1.2333,142.6817,142.6817,306.5946,293.7567,1.404,97.5334
51,15:56:56,0.01,0.01,100,100,293,0,293,0.01,1.2324,1.2324,143.1021,143.1021,306.4109,293.7273,1.4212,97.5352
52,15:56:57,0.01,0.01,100,100,293,0,293,0.01,1.2314,1.2314,143.5132,143.5132,306.2319,293.6992,1.4383,97.5372
53,15:56:58,0.01,0.01,100,100,293,0,293,0.01,1.2304,1.2304,143.9153,143.9153,306.0576,293.6724,1.4555,97.5393
54,15:56:59,0.01,0.01,100,100,293,0,293,0.01,1.2293,1.2293,144.3086,144.3086,305.8876,293.6468,1.4725,97.5415
55,15:57:00,0.01,0.01,100,100,293,0,293,0.01,1.2281,1.2281,144.6932,144.6932,305.7219,293.6224,1.4896,97.5438
56,15:57:01,0.01,0.01,100,100,293,0,293,0.01,1.2269,1.2269,145.0695,145.0695,305.5602,293.5991,1.5066,97.5462
57,15:57:02,0.01,0.01,100,100,293,0,293,0.01,1.2257,1.2257,145.4377,145.4377,305.4025,293.5768,1.5235,97.5486
58,15:57:03,0.01,0.01,100,100,293,0,293,0.01,1.2244,1.2244,145.7978,145.7978,305.2485,293.5556,1.5405,97.5512
59,15:57:04,0.01,0.01,100,100,293,0,293,0.01,1.2231,1.2231,146.1501,146.1501,305.0983,293.5353,1.5574,97.5538
60,15:57:05,0.01,0.01,100,100,293,0,293,0.01,1.2218,1.2218,146.4948,146.4948,304.9515,293.5159,1.5742,97.5565
61,15:57:06,0.01,0.01,100,100,293,0,293,0.01,1.2204,1.2204,146.8321,146.8321,304.8081,293.4974,1.5911,97.5592
62,15:57:07,0.01,0.01,100,100,293,0,293,0.01,1.219,1.219,147.1621,147.1621,304.6681,293.4797,1.6079,97.562
63,15:57:08,0.01,0.01,100,100,293,0,293,0.01,1.2176,1.2176,147.485,147.485,304.5312,293.4628,1.6246,97.5649
64,15:57:09,0.01,0.01,100,100,293,0,293,0.01,1.2161,1.2161,147.8009,147.8009,304.3974,293.4467,1.6414,97.5678
65,15:57:10,0.01,0.01,100,100,293,0,293,0.01,1.2146,1.2146,148.11,148.11,304.2665,293.4313,1.6581,97.5708
66,15:57:11,0.01,0.01,100,100,293,0,293,0.01,1.2131,1.2131,148.4125,148.4125,304.1385,293.4166,1.6747,97.5738
67,15:57:12,0.01,0.01,100,100,293,0,293,0.01,1.2116,1.2116,148.7085,148.7085,304.0133,293.4025,1.6914,97.5769
68,15:57:13,0.01,0.01,100,100,293,0,293,0.01,1.21,1.21,148.9981,148.9981,303.8908,293.389,1.708,97.58
69,15:57:14,0.01,0.01,100,100,293,0,293,0.01,1.2084,1.2084,149.2814,149.2814,303.7709,293.3762,1.7245,97.5831
70,15:57:15,0.01,0.01,100,100,293,0,293,0.01,1.2069,1.2069,149.5587,149.5587,303.6535,293.3639,1.7411,97.5863
71,15:57:16,0.01,0.01,100,100,293,0,293,0.01,1.2052,1.2052,149.83,149.83,303.5386,293.3521,1.7576,97.5895
72,15:57:17,0.01,0.01,100,100,293,0,293,0.01,1.2036,1.2036,150.0954,150.0954,303.426,293.3409,1.774,97.5927
73,15:57:18,0.01,0.01,100,100,293,0,293,0.01,1.202,1.202,150.3551,150.3551,303.3157,293.3301,1.7905,97.596
74,15:57:20,0.01,0.01,100,100,293,0,293,0.01,1.2003,1.2003,150.6092,150.6092,303.2077,293.3198,1.8069,97.5993
75,15:57:21,0.01,0.01,100,100,293,0,293,0.01,1.1987,1.1987,150.8577,150.8577,303.1018,293.31,1.8232,97.6026
76,15:57:22,0.01,0.01,100,100,293,0,293,0.01,1.197,1.197,151.1009,151.1009,302.998,293.3006,1.8396,97.606
77,15:57:23,0.01,0.01,100,100,293,0,293,0.01,1.1953,1.1953,151.3388,151.3388,302.8962,293.2915,1.8559,97.6093
78,15:57:24,0.01,0.01,100,100,293,0,293,0.01,1.1936,1.1936,151.5715,151.5715,302.7964,293.2829,1.8722,97.6127
79,15:57:25,0.01,0.01,100,100,293,0,293,0.01,1.1919,1.1919,151.7991,151.7991,302.6986,293.2746,1.8884,97.6161
80,15:57:26,0.01,0.01,100,100,293,0,293,0.01,1.1902,1.1902,152.0217,152.0217,302.6026,293.2667,1.9046,97.6195
81,15:57:27,0.01,0.01,100,100,293,0,293,0.01,1.1885,1.1885,152.2395,152.2395,302.5084,293.2592,1.9208,97.6229
82,15:57:28,0.01,0.01,100,100,293,0,293,0.01,1.1868,1.1868,152.4524,152.4524,302.4159,293.2519,1.9369,97.6264
83,15:57:29,0.01,0.01,100,100,293,0,293,0.01,1.1851,1.1851,152.6607,152.6607,302.3252,293.2449,1.953,97.6298
84,15:57:30,0.01,0.01,100,100,293,0,293,0.01,1.1834,1.1834,152.8643,152.8643,302.2362,293.2383,1.9691,97.6333
85,15:57:31,0.01,0.01,100,100,293,0,293,0.01,1.1816,1.1816,153.0633,153.0633,302.1487,293.2319,1.9851,97.6367
86,15:57:32,0.01,0.01,100,100,293,0,293,0.01,1.1799,1.1799,153.258,153.258,302.0629,293.2258,2.0012,97.6402
87,15:57:33,0.01,0.01,100,100,293,0,293,0.01,1.1782,1.1782,153.4482,153.4482,301.9785,293.2199,2.0171,97.6437
88,15:57:34,0.01,0.01,100,100,293,0,293,0.01,1.1764,1.1764,153.6342,153.6342,301.8957,293.2143,2.0331,97.6472
89,15:57:35,0.01,0.01,100,100,293,0,293,0.01,1.1747,1.1747,153.8159,153.8159,301.8143,293.2089,2.049,97.6507
90,15:57:36,0.01,0.01,100,100,293,0,293,0.01,1.1729,1.1729,153.9935,153.9935,301.7344,293.2037,2.0649,97.6541
91,15:57:37,0.01,0.01,100,100,293,0,293,0.01,1.1712,1.1712,154.167,154.167,301.6558,293.1987,2.0807,97.6576
92,15:57:38,0.01,0.01,100,100,293,0,293,0.01,1.1694,1.1694,154.3366,154.3366,301.5786,293.1939,2.0966,97.6611
93,15:57:39,0.01,0.01,100,100,293,0,293,0.01,1.1677,1.1677,154.5022,154.5022,301.5027,293.1894,2.1124,97.6646
94,15:57:40,0.01,0.01,100,100,293,0,293,0.01,1.166,1.166,154.6639,154.6639,301.428,293.185,2.1281,97.6681
95,15:57:41,0.01,0.01,100,100,293,0,293,0.01,1.1642,1.1642,154.8219,154.8219,301.3546,293.1807,2.1438,97.6716
96,15:57:42,0.01,0.01,100,100,293,0,293,0.01,1.1625,1.1625,154.9761,154.9761,301.2825,293.1767,2.1595,97.6751
97,15:57:43,0.01,0.01,100,100,293,0,293,0.01,1.1607,1.1607,155.1267,155.1267,301.2115,293.1728,2.1752,97.6786
98,15:57:44,0.01,0.01,100,100,293,0,293,0.01,1.159,1.159,155.2737,155.2737,301.1416,293.169,2.1908,97.682
99,15:57:45,0.01,0.01,100,100,293,0,293,0.01,1.1572,1.1572,155.4171,155.4171,301.0729,293.1654,2.2064,97.6855
100,15:57:46,0.01,0.01,100,100,293,0,293,0.01,1.1555,1.1555,155.5571,155.5571,301.0053,293.1619,2.222,97.689
101,15:57:47,0.01,0.01,100,100,293,0,293,0.01,1.1538,1.1538,155.6936,155.6936,300.9388,293.1586,2.2375,97.6924
102,15:57:48,0.01,0.01,100,100,293,0,293,0.01,1.152,1.152,155.8267,155.8267,300.8733,293.1554,2.253,97.6959
103,15:57:49,0.01,0.01,100,100,293,0,293,0.01,1.1503,1.1503,155.9566,155.9566,300.8089,293.1523,2.2685,97.6994
104,15:57:50,0.01,0.01,100,100,293,0,293,0.01,1.1486,1.1486,156.0832,156.0832,300.7454,293.1493,2.284,97.7028
105,15:57:51,0.01,0.01,100,100,293,0,293,0.01,1.1469,1.1469,156.2065,156.2065,300.683,293.1465,2.2994,97.7062
106,15:57:52,0.01,0.01,100,100,293,0,293,0.01,1.1452,1.1452,156.3267,156.3267,300.6214,293.1437,2.3148,97.7097
107,15:57:53,0.01,0.01,100,100,293,0,293,0.01,1.1435,1.1435,156.4439,156.4439,300.5609,293.141,2.3301,97.7131
108,15:57:54,0.01,0.01,100,100,293,0,293,0.01,1.1417,1.1417,156.5579,156.5579,300.5012,293.1385,2.3454,97.7165
109,15:57:55,0.01,0.01,100,100,293,0,293,0.01,1.14,1.14,156.669,156.669,300.4424,293.136,2.3607,97.7199
110,15:57:56,0.01,0.01,100,100,293,0,293,0.01,1.1383,1.1383,156.7771,156.7771,300.3845,293.1336,2.376,97.7233
111,15:57:57,0.01,0.01,100,100,293,0,293,0.01,1.1366,1.1366,156.8822,156.8822,300.3275,293.1313,2.3912,97.7267
112,15:57:58,0.01,0.01,100,100,293,0,293,0.01,1.135,1.135,156.9845,156.9845,300.2713,293.1291,2.4064,97.7301
113,15:57:59,0.01,0.01,100,100,293,0,293,0.01,1.1333,1.1333,157.084,157.084,300.2159,293.127,2.4216,97.7335
114,15:58:00,0.01,0.01,100,100,293,0,293,0.01,1.1316,1.1316,157.1807,157.1807,300.1613,293.1249,2.4367,97.7368
115,15:58:01,0.01,0.01,100,100,293,0,293,0.01,1.1299,1.1299,157.2747,157.2747,300.1075,293.1229,2.4519,97.7402
116,15:58:02,0.01,0.01,100,100,293,0,293,0.01,1.1282,1.1282,157.3659,157.3659,300.0545,293.121,2.4669,97.7435
117,15:58:03,0.01,0.01,100,100,293,0,293,0.01,1.1266,1.1266,157.4546,157.4546,300.0022,293.1191,2.482,97.7468
118,15:58:04,0.01,0.01,100,100,293,0,293,0.01,1.1249,1.1249,157.5405,157.5405,299.9507,293.1173,2.497,97.7502
119,15:58:05,0.01,0.01,100,100,293,0,293,0.01,1.1233,1.1233,157.624,157.624,299.8998,293.1155,2.512,97.7535
120,15:58:06,0.01,0.01,100,100,293,0,293,0.01,1.1216,1.1216,157.7048,157.7048,299.8497,293.1139,2.527,97.7568
121,15:58:07,0.01,0.01,100,100,293,0,293,0.01,1.12,1.12,157.7832,157.7832,299.8003,293.1122,2.5419,97.76
122,15:58:08,0.01,0.01,100,100,293,0,293,0.01,1.1183,1.1183,157.8591,157.8591,299.7515,293.1106,2.5568,97.7633
123,15:58:09,0.01,0.01,100,100,293,0,293,0.01,1.1167,1.1167,157.9326,157.9326,299.7034,293.1091,2.5717,97.7666
124,15:58:10,0.01,0.01,100,100,293,0,293,0.01,1.1151,1.1151,158.0037,158.0037,299.656,293.1076,2.5865,97.7698
125,15:58:11,0.01,0.01,100,100,293,0,293,0.01,1.1135,1.1135,158.0724,158.0724,299.6092,293.1062,2.6013,97.7731
126,15:58:12,0.01,0.01,100,100,293,0,293,0.01,1.1119,1.1119,158.1388,158.1388,299.563,293.1048,2.6161,97.7763
127,15:58:13,0.01,0.01,100,100,293,0,293,0.01,1.1103,1.1103,158.203,158.203,299.5174,293.1034,2.6308,97.7795
128,15:58:14,0.01,0.01,100,100,293,0,293,0.01,1.1087,1.1087,158.2648,158.2648,299.4724,293.1021,2.6456,97.7827
129,15:58:15,0.01,0.01,100,100,293,0,293,0.01,1.1071,1.1071,158.3245,158.3245,299.4281,293.1008,2.6603,97.7859
130,15:58:16,0.01,0.01,100,100,293,0,293,0.01,1.1055,1.1055,158.3819,158.3819,299.3842,293.0996,2.6749,97.7891
131,15:58:17,0.01,0.01,100,100,293,0,293,0.01,1.1039,1.1039,158.4372,158.4372,299.341,293.0984,2.6896,97.7922
132,15:58:18,0.01,0.01,100,100,293,0,293,0.01,1.1023,1.1023,158.4903,158.4903,299.2983,293.0972,2.7042,97.7954
133,15:58:19,0.01,0.01,100,100,293,0,293,0.01,1.1007,1.1007,158.5414,158.5414,299.2562,293.0961,2.7187,97.7985
134,15:58:20,0.01,0.01,100,100,293,0,293,0.01,1.0992,1.0992,158.5903,158.5903,299.2146,293.095,2.7333,97.8016
135,15:58:21,0.01,0.01,100,100,293,0,293,0.01,1.0976,1.0976,158.6373,158.6373,299.1735,293.0939,2.7478,97.8047
136,15:58:22,0.01,0.01,100,100,293,0,293,0.01,1.0961,1.0961,158.6822,158.6822,299.1329,293.0929,2.7623,97.8078
137,15:58:23,0.01,0.01,100,100,293,0,293,0.01,1.0945,1.0945,158.7251,158.7251,299.0928,293.0919,2.7767,97.8109
138,15:58:24,0.01,0.01,100,100,293,0,293,0.01,1.093,1.093,158.7661,158.7661,299.0532,293.0909,2.7912,97.814
139,15:58:25,0.01,0.01,100,100,293,0,293,0.01,1.0915,1.0915,158.8051,158.8051,299.0142,293.0899,2.8056,97.817
140,15:58:26,0.01,0.01,100,100,293,0,293,0.01,1.09,1.09,158.8423,158.8423,298.9755,293.089,2.82,97.8201
141,15:58:27,0.01,0.01,100,100,293,0,293,0.01,1.0884,1.0884,158.8775,158.8775,298.9374,293.0881,2.8343,97.8231
142,15:58:28,0.01,0.01,100,100,293,0,293,0.01,1.0869,1.0869,158.9109,158.9109,298.8997,293.0872,2.8486,97.8261
143,15:58:29,0.01,0.01,100,100,293,0,293,0.01,1.0854,1.0854,158.9425,158.9425,298.8625,293.0863,2.8629,97.8291
144,15:58:30,0.01,0.01,100,100,293,0,293,0.01,1.0839,1.0839,158.9722,158.9722,298.8257,293.0854,2.8772,97.8321
145,15:58:31,0.01,0.01,100,100,293,0,293,0.01,1.0824,1.0824,159.0002,159.0002,298.7894,293.0846,2.8914,97.8351
146,15:58:32,0.01,0.01,100,100,293,0,293,0.01,1.081,1.081,159.0264,159.0264,298.7534,293.0838,2.9056,97.8381
147,15:58:33,0.01,0.01,100,100,293,0,293,0.01,1.0795,1.0795,159.0509,159.0509,298.7179,293.083,2.9198,97.841
148,15:58:34,0.01,0.01,100,100,293,0,293,0.01,1.078,1.078,159.0737,159.0737,298.6829,293.0822,2.9339,97.844
149,15:58:35,0.01,0.01,100,100,293,0,293,0.01,1.0765,1.0765,159.0947,159.0947,298.6482,293.0815,2.948,97.8469
150,15:58:36,0.01,0.01,100,100,293,0,293,0.01,1.0751,1.0751,159.1142,159.1142,298.6139,293.0808,2.9621,97.8498
151,15:58:37,0.01,0.01,100,100,293,0,293,0.01,1.0736,1.0736,159.1319,159.1319,298.58,293.08,2.9762,97.8527
152,15:58:38,0.01,0.01,100,100,293,0,293,0.01,1.0722,1.0722,159.1481,159.1481,298.5465,293.0793,2.9902,97.8556
153,15:58:39,0.01,0.01,100,100,293,0,293,0.01,1.0708,1.0708,159.1626,159.1626,298.5134,293.0786,3.0042,97.8585
154,15:58:40,0.01,0.01,100,100,293,0,293,0.01,1.0693,1.0693,159.1756,159.1756,298.4807,293.078,3.0182,97.8613
155,15:58:41,0.01,0.01,100,100,293,0,293,0.01,1.0679,1.0679,159.187,159.187,298.4483,293.0773,3.0321,97.8642
